job_title,salary,location,remote_location,compnay_size,expereince_level,employment_type,skills
Data Analyst II,"€65,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",1,501-1000,SE,C2C,R;Google Cloud;Python
Data Analyst - Remote,85k - 105k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,Startup,SE,FT,SQL and Tableau and R and AWS
Junior Data Analyst,"$90,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,Startup,Sr.,FT,"['AWS', 'Power BI', 'Python']"
Product Data Analyst,80-90k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,501-1000,SE,Temporary,/Tableau/AWS/Google Cloud
Jr. Data Analyst,110000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Partial,10000+,EN,Part-time,"['R', 'Azure', '']"
DATA ANALYST,80-90k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,501-1000,Principal,C2C,Python | Excel
Product Data Analyst,"€65,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,Startup,0-2 years,FT,Python;Tableau;SQL;AWS
Senior Data Analyst,85k - 105k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,500,5+ years,W2,"['Excel', 'Google Cloud', 'Azure', '']"
Data Analytics Specialist,65000Competitive,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,Unknown,Junior,Full-time,"['AWS', 'R', '']"
Data Analyst,Negotiable,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,500,Jr,Part-time,"Tableau,Power BI,Azure,R,Excel"
Data Analyst - Remote,110000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,Unknown,Principal,C2C,Tableau and  and Python and Power BI and SQL
BI Analyst,110000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,Medium,0-2 years,Temporary,Google Cloud and AWS and Python and Tableau
Jr. Data Analyst,"140,000.00","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,500,EN,FT,"['Tableau', 'Python', 'Google Cloud', 'Excel', 'AWS']"
Data Analyst - Remote,"140,000.00","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,1-10,Sr.,Contract,"AWS,Excel,"
Senior Data Analyst,Negotiable,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,1-10,Sr.,Contract,"['SQL', 'Azure', 'Google Cloud', 'AWS']"
Product Data Analyst,65000Competitive,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,501-1000,Sr.,Part-time,",Power BI,Azure,R"
DATA ANALYST,,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,1-10,Sr.,Temporary,"['Excel', 'R', 'Tableau', 'Google Cloud']"
Product Data Analyst,"$60,000 - $80,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,10000+,Senior,Contract,"['Tableau', 'Google Cloud']"
Data Analytics Specialist,80-90k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,Startup,Jr,Full-time,"['SQL', 'Power BI', 'Excel', '']"
Marketing Data Analyst,120k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,500,Entry-level,Temporary,"['', 'Google Cloud', 'R', 'Python']"
Data Analyst II,80-90k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,Unknown,Jr,Temporary,"Tableau, , SQL, Power BI, AWS"
Product Data Analyst,85k - 105k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,Startup,Senior,Full-time,"['', 'Power BI']"
Junior Data Analyst,85k - 105k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,500,5+ years,Part-time,R;Azure;Excel;Python;
DATA ANALYST,120k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,1-10,SE,C2C,"AWS,R,Tableau,Excel"
Sr. Data Analyst,120k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,Medium,Jr,Contract,AWS and  and SQL
Data Analyst,120k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,501-1000,MI,Temporary,"['SQL', 'Power BI']"
Data Analyst,DOE,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,Large,Sr.,FT,"['Python', 'SQL']"
Data Analyst II,$50/hr,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,Medium,0-2 years,Part-time,AWS and Python and Azure and Power BI
Data Analytics Specialist,80-90k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,500,Jr,Full-time,R and Python and Azure and Power BI and SQL
DATA ANALYST,65000Competitive,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",1,Startup,0-2 years,Temporary,"['Power BI', 'AWS', 'Azure', 'SQL', 'Excel']"
DATA ANALYST,"140,000.00","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,10000+,EN,Part-time,"['Azure', 'AWS']"
Senior Data Analyst,95000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,Unknown,0-5 yrs,Full-time,
BI Analyst,95000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,Medium,Entry-level,C2C,"AWS, , Excel, R, Power BI"
Sr. Data Analyst,"$90,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,Startup,SE,Part-time,AWS/R/Azure/SQL
Junior Data Analyst,70000 USD,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,Unknown,Entry-level,PT,"['Tableau', '', 'SQL']"
Data Analytics Specialist,65000Competitive,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,Startup,Principal,Temporary,AWS | Power BI | SQL | Excel | 
Jr. Data Analyst,"140,000.00","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,1-10,Senior,W2,"['Excel', '', 'Python', 'Azure', 'SQL']"
Product Data Analyst,85k - 105k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Partial,1-10,0-2 years,Contract,AWS | SQL | Power BI | Tableau | Excel
Marketing Data Analyst,"140,000.00","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,10000+,MI,Contract,Power BI and Google Cloud
Marketing Data Analyst,"$90,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,Large,0-5 yrs,Part-time,"['Google Cloud', 'Power BI', 'Azure', 'AWS']"
BI Analyst,"140,000.00","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,Unknown,MI,PT,"['Power BI', 'Python', 'SQL', 'R']"
Junior Data Analyst,Negotiable,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,Medium,SE,PT,Tableau and R and Python and Power BI and Azure
Data Analyst - Remote,"%50,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,Startup,Junior,C2C,"['Power BI', 'Google Cloud', 'Azure', 'Excel', 'SQL']"
Marketing Data Analyst,"$90,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,501-1000,EN,C2C,"['Python', 'Azure', 'Tableau', 'SQL']"
Marketing Data Analyst,95000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,Startup,5+ years,Freelance,"AWS,R,Python,Excel"
Sr. Data Analyst,65000Competitive,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,Medium,0-5 yrs,FT,"['Excel', 'Python', 'Google Cloud', 'Power BI']"
Junior Data Analyst,$50/hr,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,1-10,Entry-level,W2,;Azure
Product Data Analyst,"$60,000 - $80,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,501-1000,SE,Temporary,"['Excel', 'Azure']"
DATA ANALYST,Negotiable,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",1,Medium,Entry-level,Contract,AWS;Google Cloud
Data Analytics Specialist,DOE,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,Medium,Entry-level,Temporary,Python/Tableau/Power BI
Data Analyst - Remote,DOE,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,500,0-2 years,C2C,"['SQL', 'Tableau']"
Junior Data Analyst,65000Competitive,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,500,Sr.,PT,"['Tableau', 'Power BI', 'Excel', 'R', 'Azure']"
Data Analyst II,95000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Partial,Large,Principal,Temporary,", Google Cloud, Tableau, AWS"
Data Analyst,120k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,1-10,5+ years,Temporary,"['Excel', 'Python']"
Marketing Data Analyst,"%50,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,Medium,SE,W2,Power BI;Python;Azure
Jr. Data Analyst,85k - 105k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,Medium,Entry-level,W2,"['Python', 'R', 'Azure']"
Senior Data Analyst,DOE,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Partial,501-1000,EN,FT,"['R', 'Tableau']"
Data Analytics Specialist,,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,Large,Sr.,C2C,"SQL, Google Cloud, Azure, Power BI"
Data Analytics Specialist,Negotiable,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,Medium,0-5 yrs,Full-time,;AWS
Senior Data Analyst,65000Competitive,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,1-10,SE,FT,"['R', 'Google Cloud', 'AWS', '']"
Jr. Data Analyst,80-90k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,501-1000,SE,Full-time,R/Power BI/Python/AWS
DATA ANALYST,110000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,Large,Junior,C2C,Excel/AWS
Product Data Analyst,"€65,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,1-10,SE,W2,"['Excel', 'SQL', 'AWS', '']"
Jr. Data Analyst,,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,10000+,5+ years,Contract,"SQL, AWS"
BI Analyst,"€65,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,10000+,EN,Full-time, and Python and SQL and Google Cloud and R
Product Data Analyst,80-90k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Partial,Large,0-5 yrs,Full-time,"['Excel', 'Python', 'AWS', 'Power BI']"
Jr. Data Analyst,95000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,10000+,Entry-level,W2,Excel;Python;Google Cloud
Data Analyst,$50/hr,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,500,Principal,Freelance,",AWS,Excel,SQL,Power BI"
Junior Data Analyst,"$90,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,10000+,Senior,FT,SQL;
Data Analyst II,70000 USD,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,Startup,Jr,Temporary,"['Google Cloud', 'Excel', 'Azure', 'Power BI']"
Senior Data Analyst,110000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,Large,Junior,C2C,Excel and SQL and Azure
DATA ANALYST,DOE,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,Medium,Principal,Part-time,"['Azure', 'R', 'Google Cloud', '']"
Data Analytics Specialist,"140,000.00","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,Unknown,0-5 yrs,FT,"['Python', 'Excel', 'R', 'SQL', 'Azure']"
DATA ANALYST,85k - 105k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,500,5+ years,Contract,"['R', 'Azure']"
Product Data Analyst,"$60,000 - $80,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,1-10,Senior,FT,"['SQL', 'AWS', '', 'Excel', 'Power BI']"
Senior Data Analyst,70000 USD,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",1,500,0-5 yrs,FT,Power BI;SQL;AWS
Product Data Analyst,"€65,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,Medium,Principal,Contract,Google Cloud and AWS and R and SQL
Product Data Analyst,"€65,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,501-1000,Jr,C2C,"['Azure', '']"
Data Analyst - Remote,"$90,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Partial,501-1000,Principal,Full-time,Tableau;SQL;Python;
Data Analyst,"%50,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Partial,500,MI,W2,Tableau/Azure/Google Cloud
Data Analyst,"$90,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,Unknown,EN,Freelance,R | AWS | Tableau | SQL | Python
Data Analyst!!!,,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,500,MI,Part-time,"Excel, SQL, Python"
Jr. Data Analyst,"$90,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,Medium,Entry-level,W2,SQL;Power BI;Google Cloud;AWS;Azure
Senior Data Analyst,$50/hr,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,501-1000,Entry-level,PT,",SQL"
Sr. Data Analyst,"€65,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,1-10,Sr.,FT,Power BI/Azure
Data Analyst!!!,65000Competitive,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,Medium,Principal,Temporary,"['Azure', 'Excel', 'Power BI']"
Data Analyst - Remote,$50/hr,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,501-1000,0-5 yrs,W2,Power BI/Google Cloud
Senior Data Analyst,,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,Startup,Senior,Temporary,"['Power BI', 'Google Cloud', 'Excel']"
DATA ANALYST,"140,000.00","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,501-1000,0-2 years,FT,"AWS,Google Cloud"
Data Analyst!!!,120k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,Large,Entry-level,W2,"Tableau, Excel, AWS, "
BI Analyst,"$60,000 - $80,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,501-1000,Principal,C2C,"['Azure', 'AWS', 'R', 'Tableau', 'Google Cloud']"
Senior Data Analyst,"%50,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,Startup,EN,FT,"Azure,Excel,,Power BI"
Data Analyst - Remote,$50/hr,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,1-10,5+ years,Contract,"['Azure', 'Tableau']"
Senior Data Analyst,95000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Partial,Startup,Junior,W2,"['Azure', '', 'R', 'Tableau', 'Power BI']"
Senior Data Analyst,,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Partial,Medium,Sr.,Temporary,Google Cloud/AWS//Power BI/SQL
